Arquivo,Parágrafo,Número do parágrafo
chikungunya_protocolo_2.txt,"Caso não haja sobra dos alimentos envolvidos, pode-se tentar uma das seguintes alternativas: • Coletar os vasilhames que acondicionavam os alimentos suspeitos; • Coletar amostras do lote, de ingredientes e matéria-prima utilizados na preparação das refeições; • Coletar amostras de alimentos preparados no mesmo dia, local e pelos mesmos manipuladores. sob temperatura adequada, pois podem estar contaminados e o transporte e acondicionamento inadequados serão prejudiciais à investigação (quantificação do índice de contaminação).",334
chikungunya_protocolo_2.txt,"Neste caso é imprescindível que o fiscal sanitarista registre todas as informações solicitadas na Ficha epidemiológica (Anexo 02), principalmente os sinais e sintomas, a data e hora da ingestão dos alimentos suspeitos e a hora do início dos sintomas.",335
chikungunya_protocolo_2.txt,Cuidados na amostragem características originais.,345
chikungunya_protocolo_2.txt,"Procedimento de coleta de amostra A apreensão de amostra é feita mediante lavratura de “Termo de coleta de Amostra” (Anexo 2), em quantidade representativa do estoque existente, dividida em três invólucros tornadas invioláveis, lacradas e conservadas adequadamente de modo a assegurar suas características originais.",348
chikungunya_protocolo_2.txt,"Termo de coleta de amostra – TCA O TCA (Anexo 1) é o principal documento emitido quando da coleta de amostra, pois ele traz as informações que identificam o produto, acompanhando-o durante todo o processo de análise laboratorial. análise.",358
chikungunya_protocolo_2.txt,"Não congelar as amostras, em qualquer momento entre a coleta e a análise; g) Toda amostra deve ser encaminhada com a ficha de coleta (Anexo 01) e o ofício de solicitação da análise. 4.3.",375
chikungunya_protocolo_2.txt,"Critérios de rejeição das amostras de água • Amostras de água congeladas; • Amostras que ultrapassarem 24h até a realização da análise; • Quantidade de amostra inferior ao recomendado; • Amostras com vazamento; • Amostras contaminadas com qualquer tipo de fita adesiva ou alfinete na bolsa ou com o derretimento do gelo da caixa de isopor; • Amostras sem identificação, com rasuras ou sem a Ficha de coleta de Água de Consumo Humano ou de água de superfície (Anexo 3); • Amostras em acondicionamento divergente ao padronizado ou sem a solicitação Ambiental/GAL. 5.0.",386
chikungunya_protocolo_2.txt,"Coleta • Para as coletas dos produtos referentes aos programas de monitoramento municipal, estadual ou federal a Vigilância Sanitária deve seguir rigorosamente os planos de amostragem (tipo e quantidade de amostra) estabelecidos em cada programa; • O TCA (anexo 01) tem a finalidade de dar subsídios aos agentes de Vigilância Sanitária para a coleta de amostras, segundo o tipo de alimento envolvido.",391
chikungunya_protocolo_2.txt,"A solicitação de análise deve estar de acordo com a denúncia e/ou suspeita do motivo da coleta; • Em situações em que uma embalagem não corresponda ao conteúdo especificado no TCA (Anexo 01), colher tantas embalagens quantas forem necessárias para completar o conteúdo mínimo determinado na tabela para cada Seção; • Os produtos deverão ser colhidos em sua embalagem original, aproximando-se o máximo possível das quantidades apresentadas nas respectivas tabelas.",392
chikungunya_protocolo_2.txt,"Quando a finalidade for “fiscal”, colher três envelopes devidamente lacrados e identificados; • O anexo 5 mostra as quantidades mínimas e a temperatura de transporte de amostras de alimentos para uma análise fiscal de rotina.",397
chikungunya_protocolo_2.txt,A quantidade de amostras a serem coletadas está descrita no anexo 4. 5.1.2.,400
chikungunya_protocolo_2.txt,Cosméticos e saneantes domissanitários. 5.2.1.,418
chikungunya_protocolo_2.txt,Nota: Tabela de Quantidade de Amostras: Cosméticos (Anexo 6) e Tabela de Quantidade de Amostras: Saneantes Domissanitários (Anexo 7); 5.2.2.,421
chikungunya_protocolo_2.txt,Coleta • O Anexo 8 têm a finalidade de orientar os agentes de Vigilância Sanitária sobre a quantidade de amostra a ser colhida.,426
chikungunya_protocolo_2.txt,"Da mesma forma que para as demais análises, quando a finalidade for “fiscal”, deve se coletar três embalagens e proceder da mesma forma que qualquer outro medicamento. • Em situações especiais poderão ser coletadas quantidades inferiores às descritas nas tabelas abaixo, desde que devidamente justificado no TCA e sujeito à avaliação da seção sobre a viabilidade da análise. • As unidades amostrais que compõem a amostra deverão possuir a mesma identidade, origem, marca, classificação, lote, data de fabricação e validade (Anexo 8). • Produtos não definidos nas tabelas, as quantidades dependem da avaliação da denúncia e modalidade da análise.",429
chikungunya_protocolo_2.txt,"Portanto as quantidades informadas nas tabelas abaixo poderão sofrer modificações em suas quantidades. • Cuidados no momento da coleta: - Verificar a inviolabilidade das embalagens; - Não coletar produtos que estejam com prazo de validade expirado; - Manusear cuidadosamente as amostras para evitar possíveis danos; - Não transportar a amostra junto com outros produtos químicos. • O envelope ou caixa de coleta de amostra deve ser previamente identificado, constando obrigatoriamente: nome do produto, número do TCA, Regional de Saúde e Município responsável pela coleta.",431
chikungunya_protocolo_2.txt,"CRITÉRIOS DE REJEIÇÃO Amostras não recebidas pelo laboratório (Alimentos, Cosméticos, Saneantes, Medicamentos) • Amostras termo sensíveis que chegarem ao LACEN-CE sem refrigeração e com prazo de recebimento (24 horas) expirado; • Amostras com prazo de validade vencido; • Amostras com unidades amostrais que não possuem a mesma marca, origem, número de lote, data de fabricação e validade; • Amostras com invólucros ou lacres que estejam violados ou amostras com frascos ou recipientes quebrados; • Amostra acompanhada de documentação incompleta, rasurada, ilegível ou com ausência do TCA; • Formulário de rejeição de amostras (anexo 09). 7.0.",438
chikungunya_protocolo_2.txt,PORTARIA Nº 2914 DE 12/12/2011.,461
chikungunya_protocolo_2.txt,"DOU Nº 217, de 13/11/2009.",465
chikungunya_protocolo_2.txt,ANEXOS ANEXO 01: TERMO DE COLETA DE AMOSTRA ANEXO 02: FICHA EPIDEMIOLÓGICA ANEXO 03: FICHA DE COLETA DE ÁGUA PARA CONSUMO HUMANO OU DE SUPERFÍCIE TÍTULO: FORMULÁRIO DE COLETA DE ÁGUA – ANÁLISE DE NÚMERO: FOR.410.006 1.,475
chikungunya_protocolo_2.txt,DADOS DO LACEN Data da entrada no LACEN: ______/______/_____ Hora de entrada:______________ Nº do protocolo: Bacteriológico________________ Físico-químico:_______________ Responsável pelo recebimento da amostra no LACEN ______________________________ 2.,476
chikungunya_protocolo_2.txt,ENSAIOS SOLICITADOS: MICROBIOLÓGICO: ( ) FÍSICO-QUÍMICO: ( ) OUTROS: ( ) 3.INFORMAÇÕES GERAIS DA COLETA: Amostra Nº __________ Data _____/_____/_____ Hora da coleta:___________ Pessoa de contato:____________________________________________________ Endereço da coleta: ___________________________________________________ Responsável pela coleta:________________________ Telefone de contato:______ 4.,477
chikungunya_protocolo_2.txt,PONTO DE COLETA: TIPO DE ÁGUA: TRATADA ( ) NÃO TRATADA ( ) CAGECE ( ) POÇO ( ) FONTE ( ) CACIMBA ( ) RIO ( ) LAGOA ( ) AÇUDE ( ) CHUVA ( ) 5.OBSERVAÇÕES:_______________________________________________________________ _______________________________________________________________________________ ANEXO 4: QUANTIDADE MÍNIMA DE AMOSTRAS DE ALIMENTOS EM GERAL PARA ANÁLISE FISCAL (coletar em triplicata) FÍSICO- TEMPERATURA Achocolatado (UHT) 1 embalagem 1 embalagem 1 embalagem Minimo Ambiente Mínimo 1L Mínimo 1L 1L Água de coco 3 embalagens 1 embalagem 1 embalagem Ambiente Mínimo 1L Mínimo 100 mL Mínimo 100 mL Açúcar 1 emb alagem 1 embalagem 1 embalagem Ambiente Mínimo 1Kg Mínimo 1Kg Mínimo 1Kg 5 embalagens 1.500mL - - Ambiente 5 embalagens 500 Alimentos congelados Mínimo 2 50 g Mínimo 250 g Mínimo 250 g Congelado Alimentos infantis (Ex.: papinhas) 3 embal agens 1 embalagem 1 embalagem Min.,478
chikungunya_protocolo_2.txt,"Ambiente Min. 100g 100g Alimentos infantis a base de 1 embalagem 1 embalagem 1 embalagem Ambiente cereais (Ex.: Farinha Láctea e Mínimo 250 g Mínimo 250 g Mínimo 250 g Sucrilhos) Alimentos infantis a base de leite 1 embalagem 1 embalagem 1 embalagem Refrigeração Mínimo 250 g Mínimo 250 g Mínimo 250 g Alimentos para menores de 3 anos 1 embalagem 1 embalagem 1 embalagem Ambiente Amidos, farinhas, féculas, massas 1 embalagem 1 embalagem 1 embalagem Ambiente secas, cereais em flocos, inflados e Mínimo 250 g Mínimo 250 g Mínimo 250 g /ou laminados e farelos Balas, pirulitos, gomas e similares 1 embalagem 1 embalagem 1 embalagem Ambiente Mínimo 250 g Mínimo 250 g Mínimo 250 g Batata Palha e outros salgadinhos 1 embalagem 1 embalagem 1 embalagem Ambiente industrializados prontos para Mínimo 250 g Mínimo 250 g Mínimo 250 g Bebidas A lcoólicas - 1 embalagem 1 embalagem Ambiente Mínimo 500 mL Mínimo 500 mL Bebidas Alcoólicas fermentadas - 1 embalagem 1 embalagem Ambiente Mínimo 500 mL Mínimo 500 mL Bebidas energéticas 1 embalagem 1 embalagem 1 embalagem Ambiente Mínimo 250 mL Mínimo 250 mL Mínimo 250 mL Bebidas lácteas (UHT) 1 embalagem 1 embalagem 1 embalagem Mínimo 1L Ambiente Mínimo 1L Bebidas lácteas em pó 1 embalagem 1 embalagem 1 embalagem Ambiente Mínimo 250 g Mínimo 250 g Mínimo 250 g Biscoitos e bolachas em geral 1 embalagem 1 embalagem 1 embalagem Ambiente Mínimo 200 g Mínimo 200 g Mínimo 200 g Café em grão - - Min. 500g Ambiente Café torrado e moído ou solúvel 1 embalagem 1 embalagem 1 embalagem Ambiente Mínimo 250 g Mínimo 250 g Mínimo 250 g Carnes “in natura” resfriadas e/ou Mínimo 500g Mínimo 500g Mínimo 500g Refrigerado congeladas / Carnes dessecadas Mínimo 500g Mínimo 500g Mínimo 500g Ambiente Carnes e pescados em conserva 3 embalagens 1 embalagem 1 embalagem Ambiente Mínimo 250 g cada Mínimo 250 g Mínimo 250 g Carnes e pescados enlatados 1 embalagem 1 embalagem 1 embalagem Ambiente Mínimo 250 g Mínimo 250 g Mínimo 250 g Carnes preparadas embutidas 1 embalagem 1 embalagem 1 embalagem Ambiente Mínimo 250 g Mínimo 250 g Mínimo 250 g Charque embalado 1 embalagem 1 embalagem 1 embalagem Ambiente Mínimo 250 g Mínimo 250 g Mínimo 250 g Chás e produtos para infusão 1 embalagem 1 embalagem 1 embalagem Ambiente Mínimo 250 g Mínimo 250 g Mínimo 250 g Chocolates e bombons 1 embalagem 1 embalagem 1 embalagem Ambiente Mínimo 250 g Mínimo 250 g Mínimo 250 g Coco ralado 1 embalagem 1 embalagem 1 embalagem Ambiente Mínimo 250 g Mínimo 250 g Mínimo 250 g Compotas ou frutas em caldas 3 embalagens 1 embalagem 1 embalagem Ambiente Mínimo 250 g cada Mínimo 250 g Mínimo 250 g Condimentos, temperos e 1 embalagem 1 embalagem 1 embalagem Ambiente especiarias Mínimo 250 g Mínimo 250 g Mínimo 250 g Conservas de frutas, legumes, 3 embalagens 1 embalagem 1 embalagem Ambiente verduras e outros Mínimo 250 g cada Mínimo 250 g Mínimo 250 g Creme de leite esterilizado 1 embalagem 1 embalagem 1 embalagem Ambiente Mínimo 250 g Mínimo 250 g Mínimo 250 g Doces em pasta ou em barras 1 embalagem 1 embalagem 1 embalagem Ambiente Mínimo 250 g Mínimo 250 g Mínimo 250 g Doces de confeitaria, bolos, tortas, Mínimo 250g Mínimo 250g Mínimo 250g Refrigerado Embutidos em geral 1 embalagem 1 embalagem 1 embalagem Ambiente/ Mínimo 250 g Mínimo 250 g Mínimo 250 g Extrato de tomate e similares 3 embalagens 1 embalagem 1 embalagem Ambiente Mínimo 250 g cada Mínimo 250 g Mínimo 250 g Erva mate - - 1 embalagem Ambiente Minimo 500g Farinhas de trigo, mandioca e milho 1 embalagem embalagem 1 embalagem Ambiente Minimo1Kg Minimo1Kg Minimo1K Frutas, legumes e verduras “in - - Minimo1Kg Ambiente natura” Frutas, legumes e verduras 1 embalagem 1 embalagem 1 embalagem Refrigerado minimamente processadas.",479
chikungunya_protocolo_2.txt,"Mínimo 250 g Mínimo 250 g Mínimo 250 g Frutas cristalizadas, glaceadas, 1 embalagem 1 embalagem 1 embalagem Ambiente secas e desidratadas Mínimo 250 g Mínimo 250 g Mínimo 250 g Gelados comestíveis (Sorvete / 4 embalagens 4 embalagens 4 embalagens Congelado Picolé) Mínimo 250 g cada Mínimo 250 g cada Mínimo 250 g cada Grãos e cereais em geral - 1 embalagem 1 embalagem Mínimo Ambiente Mínimo 500g 500g Gelo para consumo 1 embalagem 1 embalagem 1 embalagem Congelado Mínimo 1Kg Mínimo 1Kg Mínimo 1Kg Gorduras comestíveis Mínimo 250g Mínimo 250g Mínimo 250g Leite (UHT) integral 1 embalagem 1 embalagem 1 embalagem Ambiente Mínimo 1L Minimo 1L Mínimo 1L Leite condensado 1 embalagem 1 embalagem 1 embalagem Mínimo 1Kg Ambiente Mínimo 1Kg Mínimo 1Kg Leite de coco 1 embalagem 1 embalagem 1 embalagem Ambiente Mínimo 250 g Mínimo 250 g Mínimo 250 g Leite em pó 1 embalagem 1 embalagem 1 embalagem Ambiente Mínimo 250 g Mínimo 250 g Mínimo 250 g Leite fermentado e iogurte 1 embalagem 1 embalagem 1 embalagem Refrigerado Mínimo 250 g Mínimo 250 g Mínimo 250 g Leite pasteurizado 1 embalagem 1 embalagem 1 embalagem Minimo1L Refrigerado minimo 1L minimo 1L Manteigas, margarinas, cremes 1 embalagem 1 embalagem 1 embalagem Refrigerado vegetais e similares Mínimo 250 g Mínimo 250 g Mínimo 250 g Massas alimentícias frescas ou 1 embalagem 1 embalagem 1 embalagem Refrigerado cruas, semi-elaboradas e Mínimo 250 g Mínimo 250 g Mínimo 250 g / Congelado Mel de abel ha 1 embalagem 1 embalagem 1 embalagem Ambiente Mínimo 250 g Mínimo 250 g Mínimo 250 g Melados (açúcar invertido) 1 embalagem 1 embalagem 1 embalagem Ambiente Mínimo 250 g Mínimo 250 g Mínimo 250 g Mistura de cereais (granola) 1 embalagem 1 embalagem 1 embalagem Ambiente Mínimo 250 g Mínimo 250 g Mínimo 250 g Mistura em pó para bolos, tortas, 1 embalagem 1 embalagem 1 embalagem Ambiente bolinhos, empadas, pizzas, pães e Mínimo 250 g Mínimo 250 g Mínimo 250 g Mistura para sopas, caldos, purês, 1 embalagem 1 embalagem 1 embalagem Ambiente risotos e preparações para Mínimo 250 g Mínimo 250 g Mínimo 250 g Mistura s em pó para sobremesas e 1 embalagem 1 embalagem 1 embalagem Ambiente gelatinas Mínimo 250 g Mínimo 250 g Mínimo 250 g Mostarda de mesa, maionese 1 embalagem 1 embalagem 1 embalagem Ambiente industrializada, catchup e similares Mínimo 250 g Mínimo 250 g Mínimo 250 g Óleos 1 embalagem 1 embalagem 1 embalagem Ambiente Mínimo 250 mL Mínimo 250mL Minimo. 250mL Ovos 1 embalagem - - Refrigerado Mínimo 12 unidades Pães e produtos de panificação 1 embalagem 1 embalagem 1 embalagem Ambiente (roscas, farinha de roscas, torradas, Mínimo 250 g Mínimo 250 g Mínimo 250 g panetones, pães de Páscoa, bolos, Pescado pré-cozido e/ou empanado 1 embalagem 1 embalagem 1 embalagem Refrigerado e/ou congelado Mínimo 500g Mínimo 500g Mínimo 500g /Congelado Pescado s eco e/ou salgado e 1 embalagem 1 embalagem 1 embalagem Ambiente/ defumado Mínimo 500g Mínimo 500g Mínimo 500g Refrigerado Pescados “in natura resfriados e/ou 1 embalagem 1 embalagem 1 embalagem Resfriado/o congelados” Mínimo 500g Mínimo 500g Mínimo 500g ugelado Pó para preparo de refrescos ou 1 embalagem 1 embalagem 1 embalagem Ambiente bebidas Mínimo 250 g Mínimo 250 g Mínimo 250 g Polpa de frutas congeladas 1 embalagem 1 embalagem 1 embalagem Congelado Mínimo 250 g Mínimo 250 g Mínimo 250 g Prato semi-elaborado e /ou pronto 1 embalagem 1 embalagem 1 embalagem Congelado congelado Mínimo 250 g Mínimo 250 g Mínimo 250 g Pratos preparados e/ou prontos 1 embalagem 1 embalagem 1 embalagem Refrigerado para consumo Mínimo 250 g Mínimo 250 g Mínimo 250 g Produtos a base de amendoim 1 embalagem 1 embalagem 1 embalagem Ambiente Mínimo 250 g Mínimo 250 g Mínimo 250 g Produtos cárneos crus, refrigerados 1 embalagem 1 embalagem 1 embalagem Refrigerado ou congelados (hambúrgueres, Mínimo 250 g Mínimo 250 g Mínimo 250 g / Congelado lingüiças cruas, almôndegas, quibes e similares) Queijos em geral, ricota e requeijão. 1 embalagem 1 embalagem 1 embalagem Refrigerado Mínimo 250 g Mínimo 250 g Mínimo 250 g Queijo ralado 1 embalagem 1 embalagem 1 embalagem Ambiente/ Mínimo 250 g Mínimo 250 g Mínimo 250 g Refrigerado Raízes e tubérculos minimamente 1 embalagem - 1 embalagem Ambiente processados (cenoura, nabo, Mínimo 250 g Mínimo 250 g beterraba, batata, mandioca, etc) Rapadura 1 embalagem 1 embalagem 1 embalagem Ambiente Mínimo 250 g Mínimo 250 g Mínimo 250 g Sal de cozinha - 1 embalagem 1 embalagem Ambiente Mínimo 500g Mínimo 500g Temperos para saladas e pratos em 1 embalagem 1 embalagem 1 embalagem Ambiente geral (shoyu, aceto balsâmico, Mínimo 250mL Mínimo 250mL Mínimo 250mL misturas de vinagre e temperos, etc) Vinagre - 1 emba lagem 1 embalagem Ambiente Mínimo 500mL Mínimo 500mL ANEXO 5: QUANTIDADE MÍNIMA DE AMOSTRAS DE COSMÉTICOS PARA ANÁLISE FISCAL (coletar em triplicata) FQ MB TOTAL* Sabonetes 3 5 8 Produtos de higiene dos cabelos e couro cabeludo 3 5 8 Produtos para higiene bucal e dental 3 5 8 Produtos desodorantes e/ou antitranspirantes 3 5 8 Produtos de barbear com ou sem espuma 3 5 8 Produtos para o pós barbear 3 5 8 Produtos para os lábios 3 5 8 Produtos para a área dos olhos 3 5 8 Produtos antissolares 3 5 8 Produtos para bronzear 3 5 8 Produtos para tingimento de cabelos 3 5 8 Produtos para clarear os cabelos 3 5 8 Produtos para clarear os pelos do corpo 3 5 8 Produtos para ondular os cabelos 3 5 8 Produtos para alisar os cabelos 3 5 8 Neutralizantes capilares 3 5 8 Produtos para modelar e assentar os cabelos 3 5 8 Produtos correlatos de higiene 3 5 8 Pós-corporais 3 5 8 Cremes de beleza 3 5 8 Máscaras faciais 3 5 8 Óleos 3 5 8 Produtos para cuidados dos cabelos e couro cabeludo 3 5 8 Depilatórios 3 5 8 Produtos para unhas e cutículas 3 5 8 Repelentes 3 5 8 (*) O total acima se refere à quantidade de amostras por invólucro ANEXO 6: QUANTIDADE MÍNIMA DE AMOSTRAS DE SANEANTES DOMISSANITÁRIOS PARA ANÁLISE FISCAL (coletar em triplicata) PRODUTO APRESENTAÇÃO FÍSICO-QUÍMICO MICROBIOLÓGICO TOTAL( * ) CERAS Líquida 500 mL - 500 mL Sólida 500 g - 500 g Líquida 1.000 mL 3.000 mL 4.000 mL DESINFETANTES DE Aerossol 1.000 mL 2.500 mL 3.500 mL Sólida 1.000 g 500 g 1.500 g SANEANTE Líquida 1.000 mL 4.000 mL 5.000 mL HOSPITALAR – para Sólida 1.000 g 500 g 1.500 g SANEANTE Líquida 1.000 mL 4.000 mL 5.000 mL HOSPITALAR – para Aerossol 1.000 mL 2.000 mL 3.000 mL Sólida 1.000 g 500 g 1.500 g Líquida 1.000 mL 2.500 mL 3.500 mL SANEANTE – para Aerossol 1.000 mL 2.000 mL 3.000 mL Sólida 1.000 g 500 g 1.500 g SANEANTE – para Líquida 1.000 mL 2.500 mL 3.500 mL SANEANTE – para Líquida 1.000 mL 1.000 mL 2.000 mL piscinas Sólida 1.000 g 500 g 1.500 g Líquida 1.000 mL 500 mL 1.500 mL DESODORIZANTE Aerossol 1.000 mL 500 mL 1.500 mL Sólida 500 g 200 g 700 g DETERGENTE e Líquida 1.000 mL 500 mL 1.500 mL congêneres – com Sólida 1.000 g 500 g 1.500 g DETERGENTE em pó – doméstico e Sólida 1.000 g 500 g 1.500 g DETERGENTE líquido – doméstico e Líquida 1.000 mL 500 mL 1.500 mL ESTERILIZANTE Líquida 1.000 mL 4.000 mL 5.000 mL SABÃO/SAPONÁCEO Líquida 1.000 mL - 1.000 mL Sólida 1.000 g - 1.000 g ( * ) o total acima se refere à quantidade de amostras por invólucro.",480
chikungunya_protocolo_2.txt,ANEXO 7: QUANTIDADE MÍNIMA DE AMOSTRAS DE MEDICAMENTOS PARA ANÁLISE FISCAL (coletar em triplicata) Referência: Farmacopeia Brasileira Legendas: FQ – Físico –Química; MB – Microbiológica.,481
chikungunya_protocolo_2.txt,Obs: A quantidade expressa na tabela é referente à quantidade mínima necessária para a realização das análises (em cada envelope). ( * ) O total acima se refere a quantidade de amostras por invólucro ANEXO 8: FORMULÁRIO DE REGISTRO DE OCORRÊNCIAS TÍTULO: FORMULÁRIO DE REGISTRO DE OCORRÊNCIAS NO NÚMERO: RECEBIMENTO DE AMOSTRAS DE ÁGUA E PRODUTOS FOR.410.001 Data: Hora: GAL Nº: HARPYA Nº: TC Nº: Produto: Solicitante: TC: AMOSTRA: ( ) Incompleto ( ) Amostra violada ( ) Incorreto ( ) Acondicionamento inadequado ( ) Ilegível ( ) Identificação incorreta ( ) Quantidade/Volume insuficientes ( ) Tempo de coleta excedido ( ) Horário estipulado pelo LACEN ultrapassado ( ) Prazo de validade vencido ( ) Lotes diferentes ( ) Outros motivos: ______________________________________ Responsável pela Responsável pela devolução da amostra: Laboratório: Assinatura: Data:,482
chikungunya_protocolo_3.txt,"APRESENTAÇÃO 7 INTRODUÇÃO 10 OBJETIVOS 12 COMPETÊNCIAS E ATRIBUIÇÕES DOS GESTORES PÚBLICOS EM SAÚDE 13 APOIO LEGAL E FERRAMENTA DE AVALIAÇÃO DE EMERGÊNCIA 18 SITUAÇÃO EPIDEMIOLÓGICA 20 DESCRIÇÃO DA SITUAÇÃO E DOS CENÁRIOS DE RISCO 24 6.1 CENÁRIOS DE RISCO PARA DENGUE 25 6.2 CENÁRIOS DE RISCO PARA CHIKUNGUNYA 27 6.3 CENÁRIOS DE RISCO PARA ZIKA 28 ESTRATÉGIA DO PLANO DE CONTINGÊNCIA 29 7.1 PREPARAÇÃO 29 7.1.1 Estágio operacional: Normalidade 32 7.2 RESPOSTA 39 7.2.1 Estágio operacional: Mobilização 43 7.2.2 Estágio operacional: Alerta 47 7.2.3 Estágio operacional: Situação de epidemia 51 COMUNICAÇÃO DE RISCO E PARTICIPAÇÃO COMUNITÁRIA (CRPC) 54 8.1 ESTRUTURA ORGANIZACIONAL 54 8.2 PROCESSOS DE COMUNICAÇÃO 57 8.2.1 Cenário não emergencial 57 8.2.2 Cenário emergencial 57 INTRUÇÕES PARA ATIVAÇÃO DO CENTRO DE OPERAÇÕES DE EMERGÊNCIA 60 REFERÊNCIAS 61 APÊNDICES 65 APÊNDICE A – Orientação para elaboração dos Planos de Contingência Estaduais 65 APÊNDICE B – Orientação para elaboração dos Planos de Contingência Municipais 84 Dengue, chikungunya e Zika são arboviroses presentes principalmente em áreas tropicais e subtropicais do mundo, e têm sido motivo de apreensão para a população e o poder público em função dos impactos causados à saúde pública e à sociedade, em razão de epidemias recorrentes e do aumento de casos graves e óbitos (Brasil, 2019a).",1
chikungunya_protocolo_3.txt,"Por isso, em acordo com os principais órgãos de saúde internacionais, o Ministério da Saúde tem investido em ações preventivas para reduzir os casos da doença e mitigar os efeitos da crise climática na saúde da população.",10
chikungunya_protocolo_3.txt,"Nessa perspectiva, no segundo semestre de 2024, o Ministério da Saúde lançou duas iniciativas.",12
chikungunya_protocolo_3.txt,"E, em setembro, antecipando-se ao período sazonal de maior incidência das arboviroses, lançou o Plano de Ação para Redução da Dengue e outras Arboviroses – https://www. gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/guias-e-manuais/2024/guia-plano- de-acao-para-reducao-da-dengue-e-outras-arboviroses.pdf –, que tem como objetivos: 1.",15
chikungunya_protocolo_3.txt,"Nesse sentido, as ações contidas neste plano de ação estão direcionadas para dois períodos distintos, o intersazonal e o sazonal. 8 Plano de contingência nacional para dengue, chikungunya e Zika O presente Plano de Contingência Nacional para Dengue, Chikungunya e Zika é um instrumento complementar a tais iniciativas do Ministério da Saúde, que revisa e amplia o Plano anteriormente publicado em 2022, e visa à prevenção, preparação e resposta às epidemias por arboviroses no atual cenário nacional.",21
chikungunya_protocolo_3.txt,"As ações do plano foram elaboradas a partir das orientações e normativas relacionadas ao tema (Brasil, 2009; 2013; 2014; 2015; 2017a; 2017b; 2017c; 2019a; 2019b; 2024a; 2024b; OPAS, 2019a; 2019b,) e das experiências vivenciadas durante os anos epidêmicos recentes, com colaboração da OPAS, com o objetivo de subsidiar e orientar atividades frente as epidemias de dengue, chikungunya ou Zika. 9 Secretaria de Vigilância em Saúde e Ambiente | Ministério da Saúde No Brasil ocorre circulação expressiva dos vírus da Dengue (DENV), desde os anos 1980, da Chikungunya (CHIKV) e da Zika (ZIKV), cujas introduções no país foram detectadas em 2014 e 2015, respectivamente.",22
chikungunya_protocolo_3.txt,"Adicionalmente, a emergência do vírus Oropouche impôs novos desafios à vigilância na maior parte dos estados do país, incluindo a necessidade de ampliação da capacidade de diagnóstico laboratorial e a revisão do modelo de vigilância de arboviroses. 1 O El Niño é um fenômeno climático caracterizado pelo aumento anormal e persistente das tempe- raturas da superfície do Oceano Pacífico na região da linha do Equador (Adaptado do glossário do Instituto Nacional de Meteorologia (Inmet, [20--]). saúde pública no país e requer a organização dos serviços de saúde, em todos os pontos da Rede de Atenção à Saúde (RAS), para enfrentamento e redução do adoecimento e da letalidade.",32
chikungunya_protocolo_3.txt,"Neste sentido, no âmbito do Ministério da Saúde, uma série de normas estão estabelecidas para dar suporte às respostas em cada Secretaria.",38
chikungunya_protocolo_3.txt,"O Anexo 1 do Decreto n.º 11.798, de 28 de novembro de 2023, que trata da natureza e competência das instâncias do Ministério da Saúde, em seu art. 38, estabelece que compete à Secretaria de Vigilância em Saúde e Ambiente (SVSA/MS): I - coordenar a gestão do Sistema Nacional de Vigilância em Saúde, por meio: a) da Política Nacional de Vigilância em Saúde; b) do Sistema Nacional de Vigilância Epidemiológica, de doenças saúde pública; c) do Programa Nacional de Imunizações – PNI; d) do Sistema Nacional de Vigilância em Saúde Ambiental; e) do Sistema Nacional de Laboratórios de Saúde Pública, nos aspectos pertinentes à vigilância em saúde; f) dos sistemas de informação de vigilância em saúde; g) da Política Nacional de Saúde do Trabalhador; e h) dos programas de prevenção e controle de doenças, agravos e eventos de saúde pública; II - estabelecer indicadores, elaborar e divulgar informações e análise de situação da saúde que permitam estabelecer prioridades, monitorar e controle de doenças e agravos, além de subsidiar a formulação de políticas do Ministério; III - coordenar a execução das atividades relativas à disseminação do uso da metodologia epidemiológica em todos os níveis do SUS, para subsidiar a formulação, a implementação e a avaliação das ações de prevenção e controle de doenças e de outros agravos à saúde; IV - coordenar a execução das atividades relativas à prevenção e ao controle de doenças, agravos e eventos de saúde pública; V - fomentar e implementar o desenvolvimento de estudos e pesquisas em saúde; VI - estabelecer intercâmbio técnico-científico com organismos governamentais e não governamentais, de âmbito nacional e inter- nacional, na área de vigilância em saúde; VII - propor ações de educação, comunicação e mobilização social referentes à área de vigilância em saúde e imunizações; VIII - prestar assessoria técnica, estabelecer cooperação com os Estados, com o Distrito Federal e com os Municípios e potencializar a capaci- e imunizações; IX - formular, acompanhar e avaliar a Política de Vigilância Sanitária, em articulação com a Anvisa; X - definir diretrizes para as ações da Força Nacional do SUS no que se refere à vigilância em saúde; XI - coordenar a organização e a execução de atividades relativas à prevenção e ao controle de doenças, agravos e eventos de saúde pública relacionadas à vigilância em saúde; XII - coordenar e supervisionar a execução das atividades técnicas de Primatas; e XIII - elaborar normas técnicas e supervisionar o Sistema Nacional em saúde.",39
chikungunya_protocolo_3.txt,"As questões relacionadas às arboviroses estão enquadradas nas atividades do Depar- tamento de Doenças Transmissíveis (DEDT/SVSA/MS), que define as estratégias de vigilância, prevenção e controle das arboviroses, inclusive em momentos de epidemia, de forma articulada com os componentes de emergência, laboratório, assistência, comunicação, e do estabelecimento de agenda intersetorial.",40
